Gene,Gene Length BP
ENSG00000182324.7,1311
ENSG00000105443.15,1200
ENSG00000142235.11,4470
ENSG00000088002.12,1098
ENSG00000105523.3,1437
ENSG00000177202.3,375
ENSG00000063177.13,567
ENSG00000063176.16,1965
ENSG00000105516.11,978
ENSG00000063180.9,987
ENSG00000142233.12,1470
ENSG00000176920.13,1032
ENSG00000176909.12,939
ENSG00000105538.10,2892
ENSG00000182264.9,1053
ENSG00000174951.11,1098
ENSG00000105550.10,630
ENSG00000105552.15,1179
ENSG00000087076.9,813
ENSG00000105559.12,2340
ENSG00000087074.8,2025
ENSG00000104804.8,1563
ENSG00000104805.16,1386
ENSG00000104808.8,1005
ENSG00000087088.20,579
ENSG00000087086.15,528
ENSG00000104812.15,2214
ENSG00000183207.14,1392
ENSG00000104826.15,426
ENSG00000268655.2,1005
ENSG00000104827.12,498
ENSG00000104818.14,492
ENSG00000267631.4,468
ENSG00000189052.7,498
ENSG00000213030.5,498
ENSG00000196337.11,498
ENSG00000283663.1,462
ENSG00000225950.8,633
ENSG00000104848.1,1371
ENSG00000104852.15,1314
ENSG00000104863.12,624
ENSG00000221916.4,390
ENSG00000177380.14,3585
ENSG00000130528.12,2100
ENSG00000130529.16,3645
ENSG00000063127.16,2211
ENSG00000104894.12,846
ENSG00000074219.14,1344
ENSG00000104901.7,729
ENSG00000161609.10,1689
ENSG00000142538.2,303
ENSG00000261949.5,1557
ENSG00000104888.10,1683
ENSG00000104872.11,873
ENSG00000161618.10,2409
ENSG00000090554.13,708
ENSG00000142541.17,612
ENSG00000142534.7,477
ENSG00000104870.13,1098
ENSG00000142552.8,987
ENSG00000142546.14,906
ENSG00000126460.11,609
ENSG00000126464.14,6111
ENSG00000126458.4,657
ENSG00000126461.15,3939
ENSG00000126456.16,1284
ENSG00000126453.9,1005
ENSG00000126457.21,1062
ENSG00000224420.3,462
ENSG00000169169.14,2412
ENSG00000126467.11,1779
ENSG00000010361.14,1257
ENSG00000104973.18,2391
ENSG00000104960.15,1251
ENSG00000039650.12,1566
ENSG00000204673.10,771
ENSG00000104946.13,1947
ENSG00000104951.16,1770
ENSG00000213024.12,1569
ENSG00000169136.11,849
ENSG00000161640.15,2097
ENSG00000105053.11,1425
ENSG00000142528.16,2616
ENSG00000161652.12,666
ENSG00000105357.18,6012
ENSG00000131398.15,2274
ENSG00000131400.8,1263
ENSG00000131408.15,1383
ENSG00000062822.15,3324
ENSG00000269404.7,516
ENSG00000086967.10,3426
ENSG00000142530.11,696
ENSG00000161671.17,789
ENSG00000161677.12,567
ENSG00000204653.10,852
ENSG00000131409.13,2142
ENSG00000213023.11,1773
ENSG00000235034.7,597
ENSG00000161681.15,6486
ENSG00000105472.13,972
ENSG00000142511.4,1071
ENSG00000261341.6,111
ENSG00000142513.6,1281
ENSG00000167747.14,354
ENSG00000167748.11,789
ENSG00000174562.13,771
ENSG00000142515.15,786
ENSG00000167751.13,786
ENSG00000167749.11,765
ENSG00000167754.13,882
ENSG00000167755.15,735
ENSG00000169035.12,762
ENSG00000129455.15,783
ENSG00000269741.5,753
ENSG00000213022.6,753
ENSG00000129451.12,831
ENSG00000167757.14,753
ENSG00000186474.15,747
ENSG00000167759.13,834
ENSG00000129437.10,804
ENSG00000142544.7,1047
ENSG00000129450.8,1392
ENSG00000168995.13,1404
ENSG00000105383.15,1095
ENSG00000179213.13,594
ENSG00000142549.9,1011
ENSG00000186806.5,2604
ENSG00000105379.10,768
ENSG00000269403.1,132
ENSG00000160318.6,504
ENSG00000105374.10,498
ENSG00000105370.8,648
ENSG00000262874.2,561
ENSG00000142512.15,2094
ENSG00000105366.15,1500
ENSG00000254521.7,1788
ENSG00000105492.16,1362
ENSG00000105497.8,2136
ENSG00000105501.12,1656
ENSG00000268500.5,1656
ENSG00000254415.3,1191
ENSG00000182310.14,975
ENSG00000105509.11,1737
ENSG00000171051.8,1053
ENSG00000171049.9,1056
ENSG00000187474.5,1062
ENSG00000161551.14,1458
ENSG00000198093.11,1518
ENSG00000176024.18,1854
ENSG00000256683.7,1599
ENSG00000197619.14,2196
ENSG00000142556.19,1758
ENSG00000256087.7,1959
ENSG00000197608.11,2775
ENSG00000204611.7,2346
ENSG00000196267.12,2811
ENSG00000105568.18,1770
ENSG00000196214.11,1407
ENSG00000198464.14,1608
ENSG00000167554.15,1389
ENSG00000221923.9,1734
ENSG00000167555.14,1887
ENSG00000198633.10,2025
ENSG00000258405.11,1773
ENSG00000198482.13,2712
ENSG00000167562.12,1398
ENSG00000167766.18,1551
ENSG00000213020.10,2118
ENSG00000189190.10,2376
ENSG00000198538.11,2157
ENSG00000204604.12,1569
ENSG00000182986.14,1530
ENSG00000213793.5,2157
ENSG00000221874.4,702
ENSG00000180257.13,1956
ENSG00000269526.1,1434
ENSG00000268964.3,1608
ENSG00000170949.17,2457
ENSG00000170954.11,1668
ENSG00000197937.12,2520
ENSG00000197497.11,2037
ENSG00000197928.10,1755
ENSG00000196131.6,1188
ENSG00000228567.3,906
ENSG00000213799.13,2913
ENSG00000203326.12,1440
ENSG00000196417.13,1572
ENSG00000286261.1,165
ENSG00000160336.15,2241
ENSG00000198346.11,1854
ENSG00000130844.18,1392
ENSG00000204595.1,576
ENSG00000142405.22,3186
ENSG00000179820.16,969
ENSG00000126583.11,2094
ENSG00000105605.7,828
ENSG00000142408.5,1278
ENSG00000130433.7,783
ENSG00000189068.11,711
ENSG00000248385.8,816
ENSG00000170909.13,861
ENSG00000170906.16,255
ENSG00000105619.13,762
ENSG00000105618.14,1500
ENSG00000088038.19,2262
ENSG00000105617.4,795
ENSG00000167608.11,2121
ENSG00000125505.17,1419
ENSG00000170892.12,933
ENSG00000170889.14,585
ENSG00000204577.11,1896
ENSG00000244482.10,1446
ENSG00000105609.17,1773
ENSG00000131042.14,1797
ENSG00000187116.14,900
ENSG00000239961.3,1500
ENSG00000167613.16,864
ENSG00000167614.14,1353
ENSG00000167615.16,2403
ENSG00000275183.2,1437
ENSG00000167617.3,447
ENSG00000167618.10,459
ENSG00000239998.6,1401
ENSG00000104974.12,1470
ENSG00000104972.15,1959
ENSG00000186818.12,1347
ENSG00000242019.1,1233
ENSG00000243772.8,1026
ENSG00000125498.20,1047
ENSG00000189013.14,1029
ENSG00000167633.18,1335
ENSG00000240403.5,1368
ENSG00000186431.19,864
ENSG00000189430.13,915
ENSG00000167634.12,3030
ENSG00000022556.16,3189
ENSG00000088053.11,1863
ENSG00000160439.16,996
ENSG00000131037.15,2172
ENSG00000125503.13,2349
ENSG00000105048.17,837
ENSG00000129991.13,633
ENSG00000167646.14,1767
ENSG00000129990.15,1161
ENSG00000080031.10,3348
ENSG00000180089.6,681
ENSG00000105063.19,2646
ENSG00000133265.11,1080
ENSG00000160469.17,2337
ENSG00000180061.10,702
ENSG00000133247.14,1389
ENSG00000160471.13,267
ENSG00000180043.11,2769
ENSG00000095752.7,600
ENSG00000160472.5,534
ENSG00000233493.4,531
ENSG00000108107.15,414
ENSG00000108106.14,669
ENSG00000187902.11,1617
ENSG00000063241.8,618
ENSG00000283567.1,669
ENSG00000197483.10,3180
ENSG00000090971.5,621
ENSG00000179954.16,4722
ENSG00000187550.9,1047
ENSG00000231274.5,1080
ENSG00000218891.5,1689
ENSG00000179943.8,1491
ENSG00000171443.7,795
ENSG00000261221.3,3180
ENSG00000179922.6,972
ENSG00000213015.9,519
ENSG00000171425.10,594
ENSG00000173581.8,843
ENSG00000063244.12,1428
ENSG00000063245.15,1731
ENSG00000185792.10,2976
ENSG00000223638.3,864
ENSG00000229292.2,864
ENSG00000179873.14,3102
ENSG00000160505.16,2985
ENSG00000173572.11,3132
ENSG00000179709.8,3147
ENSG00000171487.15,3603
ENSG00000142409.6,1149
ENSG00000167685.15,984
ENSG00000197487.9,351
ENSG00000197213.9,1488
ENSG00000204532.6,1491
ENSG00000131848.9,1491
ENSG00000267710.9,486
ENSG00000018869.16,1554
ENSG00000198440.9,1710
ENSG00000198046.12,1833
ENSG00000196263.8,1881
ENSG00000196867.8,2607
ENSG00000197016.12,2154
ENSG00000197951.9,1650
ENSG00000268182.6,357
ENSG00000127903.14,1614
ENSG00000269699.6,1584
ENSG00000198300.14,4767
ENSG00000131864.10,2769
ENSG00000141946.1,1419
ENSG00000258873.3,615
ENSG00000083844.10,1884
ENSG00000105146.13,930
ENSG00000204524.7,1884
ENSG00000197714.9,1689
ENSG00000178229.8,1803
ENSG00000131845.14,1980
ENSG00000256060.3,423
ENSG00000152433.15,1209
ENSG00000188785.12,1602
ENSG00000186272.12,1989
ENSG00000186230.7,2337
ENSG00000268163.1,399
ENSG00000178201.4,1062
ENSG00000197128.11,1470
ENSG00000268107.6,180
ENSG00000105136.20,1437
ENSG00000152439.13,1329
ENSG00000121406.9,1884
ENSG00000251369.8,1269
ENSG00000083817.9,1785
ENSG00000171649.12,1464
ENSG00000183647.10,1800
ENSG00000213762.12,1284
ENSG00000121417.14,1734
ENSG00000180532.10,1302
ENSG00000204519.11,2013
ENSG00000179909.15,1314
ENSG00000083814.13,1605
ENSG00000152443.13,1557
ENSG00000083828.16,1209
ENSG00000178935.5,1224
ENSG00000269343.8,1902
ENSG00000198466.12,1728
ENSG00000204514.10,2568
ENSG00000269476.1,129
ENSG00000173480.11,1728
ENSG00000196724.12,2031
ENSG00000152454.4,1884
ENSG00000177025.3,648
ENSG00000166704.11,2379
ENSG00000152467.10,1227
ENSG00000176293.19,2013
ENSG00000121413.12,1533
ENSG00000181894.15,1626
ENSG00000171606.18,1962
ENSG00000283515.1,219
ENSG00000198131.14,2148
ENSG00000278129.2,1728
ENSG00000142396.10,330
ENSG00000182318.6,1476
ENSG00000121410.12,1488
ENSG00000174586.11,1497
ENSG00000152475.7,1596
ENSG00000083845.9,615
ENSG00000269855.2,990
ENSG00000171574.18,1266
ENSG00000131849.12,2121
ENSG00000249471.8,1635
ENSG00000083812.12,1662
ENSG00000083838.16,1353
ENSG00000083807.10,2073
ENSG00000119574.13,1536
ENSG00000130726.12,2508
ENSG00000130724.9,669
ENSG00000130725.8,552
ENSG00000099326.9,2205
ENSG00000184731.6,966
ENSG00000035115.22,1029
ENSG00000143727.16,477
ENSG00000189292.16,459
ENSG00000151353.15,423
ENSG00000172554.12,1620
ENSG00000115705.22,2802
ENSG00000130508.11,4440
ENSG00000186487.20,3555
ENSG00000032389.12,1164
ENSG00000171853.16,2208
ENSG00000182551.14,540
ENSG00000286905.1,861
ENSG00000171865.10,861
ENSG00000171863.15,585
ENSG00000118004.18,816
ENSG00000151360.10,1176
ENSG00000214866.9,1095
ENSG00000176887.7,1326
ENSG00000134326.11,1350
ENSG00000134321.12,1086
ENSG00000151692.15,879
ENSG00000115738.10,405
ENSG00000134313.16,5316
ENSG00000143797.12,1563
ENSG00000151693.11,3021
ENSG00000119185.12,603
ENSG00000119203.14,2055
ENSG00000134330.19,747
ENSG00000151694.14,2475
ENSG00000134308.14,738
ENSG00000115750.17,1767
ENSG00000134317.18,1857
ENSG00000172059.11,1539
ENSG00000205795.4,477
ENSG00000171848.15,1170
ENSG00000115756.13,582
ENSG00000115758.13,1386
ENSG00000115761.16,2067
ENSG00000143882.12,1146
ENSG00000143870.13,1323
ENSG00000162975.5,1485
ENSG00000150873.12,489
ENSG00000162976.13,609
ENSG00000134318.14,4167
ENSG00000169016.17,846
ENSG00000196208.14,5850
ENSG00000169006.7,1233
ENSG00000134324.12,2673
ENSG00000071575.11,1032
ENSG00000162981.14,879
ENSG00000151779.13,7116
ENSG00000079785.15,2223
ENSG00000134323.12,1395
ENSG00000197872.11,972
ENSG00000214842.5,3480
ENSG00000163032.12,576
ENSG00000163029.16,3276
ENSG00000178295.15,2727
ENSG00000170745.12,1476
ENSG00000240857.2,1011
ENSG00000250741.6,1809
ENSG00000185013.16,1833
ENSG00000143867.7,801
ENSG00000183891.6,456
ENSG00000118965.15,3513
ENSG00000132031.13,1461
ENSG00000068697.7,702
ENSG00000115884.11,933
ENSG00000055917.15,3195
ENSG00000143878.10,591
ENSG00000118960.13,1179
ENSG00000143869.7,1353
ENSG00000118961.15,978
ENSG00000084674.15,13692
ENSG00000218819.6,5805
ENSG00000119778.15,4377
ENSG00000173960.14,780
ENSG00000205639.11,1515
ENSG00000163026.12,2166
ENSG00000119782.14,327
ENSG00000115128.7,378
ENSG00000115129.14,999
ENSG00000176732.7,390
ENSG00000219626.9,975
ENSG00000276087.2,639
ENSG00000186453.13,621
ENSG00000198399.14,5094
ENSG00000084676.15,4200
ENSG00000184924.5,423
ENSG00000138092.11,903
ENSG00000138031.14,3435
ENSG00000115137.12,822
ENSG00000084710.14,2454
ENSG00000115138.11,804
ENSG00000119772.16,2739
ENSG00000138101.18,1884
ENSG00000143970.17,4308
ENSG00000084731.15,2382
ENSG00000084733.11,603
ENSG00000157833.13,2625
ENSG00000084754.12,2292
ENSG00000138029.14,1425
ENSG00000173567.15,2622
ENSG00000138018.18,1194
ENSG00000157856.12,2223
ENSG00000115155.18,5994
ENSG00000157884.11,558
ENSG00000171303.7,1185
ENSG00000213699.9,1116
ENSG00000115163.15,423
ENSG00000157851.17,1695
ENSG00000084764.12,846
ENSG00000119777.20,2070
ENSG00000084693.16,2661
ENSG00000228474.6,114
ENSG00000138080.14,3051
ENSG00000138030.13,897
ENSG00000138028.16,957
ENSG00000143994.14,1218
ENSG00000138073.14,1254
ENSG00000186143.11,1239
ENSG00000163792.6,645
ENSG00000138074.15,1908
ENSG00000138085.17,855
ENSG00000084774.14,6678
ENSG00000115194.11,1167
ENSG00000138100.14,1077
ENSG00000163794.6,375
ENSG00000115204.15,531
ENSG00000115207.13,2736
ENSG00000115211.16,1572
ENSG00000115234.11,1413
ENSG00000163795.14,1626
ENSG00000115241.11,1641
ENSG00000115216.14,1608
ENSG00000157992.12,723
ENSG00000138002.15,5250
ENSG00000115226.10,705
ENSG00000084734.9,1878
ENSG00000221843.4,5955
ENSG00000243943.10,1704
ENSG00000176714.9,837
ENSG00000198522.14,1125
ENSG00000119760.16,1245
ENSG00000163798.13,2391
ENSG00000243147.8,198
ENSG00000171174.15,969
ENSG00000158019.20,1152
ENSG00000075426.12,981
ENSG00000163803.13,4377
ENSG00000213639.10,984
ENSG00000163806.16,942
ENSG00000171103.11,1434
ENSG00000163811.12,2034
ENSG00000179270.7,3867
ENSG00000115295.20,2118
ENSG00000171094.18,4863
ENSG00000119801.13,366
ENSG00000213626.13,318
ENSG00000172954.13,1131
ENSG00000162949.16,2010
ENSG00000158089.15,1659
ENSG00000214711.10,2055
ENSG00000013016.16,1608
ENSG00000158125.10,4002
ENSG00000277893.2,765
ENSG00000162959.13,894
ENSG00000162961.14,300
ENSG00000021574.12,1851
ENSG00000152683.14,1386
ENSG00000119820.11,735
ENSG00000115760.14,14574
ENSG00000018699.13,2532
ENSG00000049323.16,4188
ENSG00000152689.18,2073
ENSG00000119812.19,1557
ENSG00000150938.10,3111
ENSG00000171055.15,1143
ENSG00000205221.12,2082
ENSG00000115808.12,2343
ENSG00000008869.12,6216
ENSG00000152133.15,792
ENSG00000055332.18,1656
ENSG00000138068.10,912
ENSG00000218739.10,243
ENSG00000115816.15,3165
ENSG00000003509.16,1326
ENSG00000115825.10,2673
ENSG00000115828.17,1086
ENSG00000163171.8,765
ENSG00000115841.21,1233
ENSG00000138061.12,1632
ENSG00000119787.14,1740
ENSG00000143889.16,1629
ENSG00000143891.17,1029
ENSG00000115875.19,717
ENSG00000152147.11,504
ENSG00000163214.21,4161
ENSG00000188010.14,456
ENSG00000214694.11,2613
ENSG00000115904.13,4002
ENSG00000205111.8,948
ENSG00000011566.15,2685
ENSG00000152154.11,894
ENSG00000138050.15,1512
ENSG00000183023.18,2922
ENSG00000162878.13,1482
ENSG00000143924.19,2946
ENSG00000115944.15,345
ENSG00000171126.8,1311
ENSG00000057935.13,1785
ENSG00000162881.6,1272
ENSG00000162882.15,861
ENSG00000152518.8,1485
ENSG00000115970.18,5862
ENSG00000152527.14,4482
ENSG00000223658.8,948
ENSG00000138036.18,1056
ENSG00000138075.14,1956
ENSG00000143921.9,2022
ENSG00000138095.19,4185
ENSG00000285542.1,1155
ENSG00000138032.21,1440
ENSG00000138079.14,2058
ENSG00000138078.16,2184
ENSG00000143919.15,972
ENSG00000138083.5,999
ENSG00000170577.8,876
ENSG00000068784.13,2988
ENSG00000171132.14,2214
ENSG00000116016.14,2613
ENSG00000284701.1,657
ENSG00000250565.7,681
ENSG00000119729.12,618
ENSG00000151665.13,660
ENSG00000119878.6,306
ENSG00000171150.9,1611
ENSG00000180398.13,441
ENSG00000068724.17,2577
ENSG00000239605.11,747
ENSG00000143933.18,450
ENSG00000119888.11,945
ENSG00000095002.15,2805
ENSG00000184261.5,1293
ENSG00000116062.17,4083
ENSG00000138081.21,2532
ENSG00000170802.16,1296
ENSG00000162869.16,2343
ENSG00000068781.21,3549
ENSG00000243244.6,2208
ENSG00000242441.8,1437
ENSG00000279956.1,627
ENSG00000138039.15,2100
ENSG00000170820.12,2088
ENSG00000179915.23,4434
ENSG00000115239.24,1557
ENSG00000143942.5,555
ENSG00000068912.14,1452
ENSG00000119737.6,1623
ENSG00000068878.15,5532
ENSG00000170634.13,300
ENSG00000178021.11,1233
ENSG00000177994.16,864
ENSG00000115306.16,7095
ENSG00000214595.12,5877
ENSG00000115310.18,600
ENSG00000162994.16,1761
ENSG00000143947.13,471
ENSG00000085760.15,2184
ENSG00000115355.17,5532
ENSG00000163001.11,1029
ENSG00000275052.5,2454
ENSG00000138035.15,2352
ENSG00000115380.20,1482
ENSG00000055813.6,1662
ENSG00000028116.17,1527
ENSG00000115392.12,1128
ENSG00000119866.22,2508
ENSG00000115421.13,2211
ENSG00000162924.15,1860
ENSG00000162927.14,1590
ENSG00000162928.9,1212
ENSG00000162929.14,2157
ENSG00000237651.6,585
ENSG00000115464.15,10641
ENSG00000082898.17,3216
ENSG00000170264.13,1983
ENSG00000115484.15,1620
ENSG00000173163.10,573
ENSG00000170340.11,1194
ENSG00000186889.10,597
ENSG00000115504.14,3696
ENSG00000115507.10,1065
ENSG00000143951.16,2241
ENSG00000014641.20,1005
ENSG00000169764.15,1527
ENSG00000143952.20,2934
ENSG00000197329.12,1257
ENSG00000119862.13,519
ENSG00000119844.15,2730
ENSG00000179833.4,945
ENSG00000115902.11,1599
ENSG00000011523.14,2274
ENSG00000138069.18,618
ENSG00000138071.13,1185
ENSG00000198369.10,1257
ENSG00000143995.20,1173
ENSG00000143971.9,2781
ENSG00000197223.11,426
ENSG00000243667.7,1074
ENSG00000273398.6,996
ENSG00000115946.8,759
ENSG00000221823.11,513
ENSG00000119865.9,495
ENSG00000115956.10,1053
ENSG00000204923.4,468
ENSG00000169621.10,1536
ENSG00000169618.7,1182
ENSG00000163219.12,1941
ENSG00000163217.2,1275
ENSG00000183607.10,555
ENSG00000169605.7,600
ENSG00000169604.19,1695
ENSG00000198380.13,2046
ENSG00000169599.13,765
ENSG00000115977.19,2886
ENSG00000196975.16,966
ENSG00000087338.5,1548
ENSG00000124380.11,468
ENSG00000059728.11,666
ENSG00000244617.2,1032
ENSG00000169564.7,1071
ENSG00000115998.7,1725
ENSG00000116001.17,1161
ENSG00000116005.12,1518
ENSG00000143977.14,231
ENSG00000035141.8,417
ENSG00000163235.16,483
ENSG00000075340.23,2181
ENSG00000183733.6,660
ENSG00000152672.8,1770
ENSG00000116031.9,987
ENSG00000116035.4,873
ENSG00000116039.13,1542
ENSG00000258881.6,594
ENSG00000144031.12,1032
ENSG00000144043.12,591
ENSG00000124357.13,1035
ENSG00000124370.11,531
ENSG00000124383.9,2046
ENSG00000124374.9,372
ENSG00000075292.19,5937
ENSG00000135636.14,6360
ENSG00000003137.8,1539
ENSG00000144036.16,2436
ENSG00000116096.6,786
ENSG00000135638.14,873
ENSG00000144040.13,1023
ENSG00000135631.17,1962
ENSG00000214513.4,756
ENSG00000135632.12,1257
ENSG00000135617.4,567
ENSG00000135624.16,1632
ENSG00000163013.11,2628
ENSG00000135625.8,1770
ENSG00000116127.18,12507
ENSG00000144035.4,684
ENSG00000144034.16,528
ENSG00000144048.10,1134
ENSG00000187833.7,2769
ENSG00000124356.16,1275
ENSG00000163017.14,1131
ENSG00000114956.20,834
ENSG00000187605.15,5388
ENSG00000163170.12,324
ENSG00000114978.18,651
ENSG00000065911.12,1053
ENSG00000188687.17,3414
ENSG00000204843.12,3837
ENSG00000159239.13,1596
ENSG00000284308.1,1767
ENSG00000005448.17,1005
ENSG00000114993.17,1653
ENSG00000115274.15,1071
ENSG00000274049.4,1092
ENSG00000239779.7,810
ENSG00000115275.14,2514
ENSG00000204822.7,339
ENSG00000135637.14,2232
ENSG00000115282.21,1560
ENSG00000179528.16,597
ENSG00000115289.14,780
ENSG00000115297.11,855
ENSG00000144045.14,2154
ENSG00000115307.17,1233
ENSG00000115317.11,1377
ENSG00000115318.12,2262
ENSG00000115325.13,1446
ENSG00000159374.17,1593
ENSG00000135622.13,2313
ENSG00000159399.10,2754
ENSG00000115350.12,354
ENSG00000115353.11,1224
ENSG00000115363.14,459
ENSG00000115364.14,879
ENSG00000005436.14,2346
ENSG00000176204.13,1773
ENSG00000143954.13,528
ENSG00000172023.8,501
ENSG00000115386.6,501
ENSG00000172016.16,528
ENSG00000066032.18,2718
ENSG00000162951.11,1569
ENSG00000163541.12,1041
ENSG00000115423.19,12477
ENSG00000186854.11,1371
ENSG00000034510.6,135
ENSG00000152284.5,1767
ENSG00000152291.14,1314
ENSG00000042445.14,1833
ENSG00000115459.18,1146
ENSG00000042493.16,1047
ENSG00000168906.13,1188
ENSG00000115486.12,2277
ENSG00000118640.11,303
ENSG00000168899.5,351
ENSG00000168894.10,462
ENSG00000168890.14,816
ENSG00000168887.11,501
ENSG00000168883.20,1698
ENSG00000168878.19,1146
ENSG00000115523.17,438
ENSG00000168874.13,966
ENSG00000115525.18,1257
ENSG00000068654.16,5163
ENSG00000132300.19,2070
ENSG00000132305.20,2277
ENSG00000132313.15,567
ENSG00000068615.19,606
ENSG00000115548.17,3966
ENSG00000115561.16,669
ENSG00000249884.8,756
ENSG00000239305.7,2058
ENSG00000153561.13,1176
ENSG00000153563.15,708
ENSG00000172116.23,732
ENSG00000187627.16,5271
ENSG00000183281.14,291
ENSG00000125551.19,291
ENSG00000185304.15,5271
ENSG00000172086.9,780
ENSG00000115593.15,1473
ENSG00000163586.10,384
ENSG00000144115.17,1455
ENSG00000214336.5,1263
ENSG00000172073.4,543
ENSG00000172071.14,3351
ENSG00000153574.9,936
ENSG00000242076.2,324
ENSG00000251039.2,312
ENSG00000239975.2,324
ENSG00000243264.2,306
ENSG00000242534.2,306
ENSG00000259916.1,1044
ENSG00000163060.8,1308
ENSG00000172005.11,462
ENSG00000144029.12,1293
ENSG00000144026.12,1203
ENSG00000275111.5,1278
ENSG00000233757.6,1569
ENSG00000155066.16,2505
ENSG00000115041.13,771
ENSG00000115042.10,945
ENSG00000144010.9,1341
ENSG00000144015.5,1341
ENSG00000174501.14,5337
ENSG00000186281.12,2388
ENSG00000274286.2,1353
ENSG00000188886.3,1296
ENSG00000158050.5,945
ENSG00000084090.13,1113
ENSG00000135956.9,717
ENSG00000144021.3,1020
ENSG00000144028.15,6411
ENSG00000198885.9,1644
ENSG00000121152.10,2226
ENSG00000163121.10,789
ENSG00000196843.17,1785
ENSG00000114982.19,2715
ENSG00000114988.11,1047
ENSG00000158158.12,2328
ENSG00000168763.16,2124
ENSG00000163126.15,918
ENSG00000213337.9,552
ENSG00000168758.11,2502
ENSG00000168754.15,2040
ENSG00000144199.12,945
ENSG00000135976.20,5748
ENSG00000196912.12,4062
ENSG00000135940.7,390
ENSG00000115073.8,1131
ENSG00000228486.10,798
ENSG00000115085.13,1860
ENSG00000075568.17,5652
ENSG00000168658.19,3885
ENSG00000144191.12,2085
ENSG00000040933.16,2865
ENSG00000183513.9,225
ENSG00000115446.11,780
ENSG00000071073.13,1608
ENSG00000196872.12,2889
ENSG00000135951.16,2097
ENSG00000241962.9,576
ENSG00000273045.6,378
ENSG00000144182.17,1122
ENSG00000273155.1,396
ENSG00000158411.11,750
ENSG00000185414.20,486
ENSG00000185674.9,639
ENSG00000144214.9,585
ENSG00000115514.12,681
ENSG00000158417.11,3663
ENSG00000135945.10,3756
ENSG00000144218.19,3756
ENSG00000170500.13,2265
ENSG00000115526.11,1071
ENSG00000204640.1,462
ENSG00000115539.14,720
ENSG00000170485.17,2475
ENSG00000071082.11,378
ENSG00000204634.12,3423
ENSG00000158435.8,1533
ENSG00000163162.9,1203
ENSG00000175874.10,873
