hgnc_symbol,Gene Length BP
FOXN2,1296
PPP1R21,2343
STON1-GTF2A1L,3549
STON1,2208
GTF2A1L,1437
,627
LHCGR,2100
FSHR,2088
NRXN1,4434
ASB3,1557
CHAC2,555
ERLEC1,1452
GPR75,1623
PSME4,5532
ACYP2,300
TSPYL6,1233
C2orf73,864
SPTBN1,7095
EML6,5877
RTN4,600
CLHC1,1761
RPS27A,471
MTIF2,2184
CCDC88A,5532
CFAP36,1029
PPP4R3B,2454
PNPT1,2352
EFEMP1,1482
CCDC85A,1662
VRK2,1527
FANCL,1128
BCL11A,2508
PAPOLG,2211
REL,1860
PUS10,1590
PEX13,1212
SANBR,2157
C2orf74,585
USP34,10641
XPO1,3216
FAM161A,1983
CCT4,1620
COMMD1,573
B3GNT2,1194
TMEM17,597
EHBP1,3696
OTX1,1065
WDPCP,2241
MDH1,1005
UGP2,1527
VPS54,2934
PELI1,1257
LGALSL,519
AFTPH,2730
SERTAD2,945
SLC1A4,1599
CEP68,2274
RAB1A,618
ACTR2,1185
SPRED2,1257
MEIS1,1173
ETAA1,2781
C1D,426
DNAAF10,1074
,996
PNO1,759
PPP3R1,513
CNRIP1,495
PLEK,1053
FBXO48,468
APLF,1536
PROKR1,1182
ARHGAP25,1941
BMP10,1275
GKN2,555
GKN1,600
ANTXR1,1695
GFPT1,2046
NFU1,765
AAK1,2886
ANXA4,966
GMCL1,1548
SNRNP27,468
MXD1,666
ASPRV1,1032
PCBP1,1071
C2orf42,1725
TIA1,1161
PCYOX1,1518
SNRPG,231
FAM136A,417
TGFA,483
ADD2,2181
FIGLA,660
CLEC4F,1770
CD207,987
VAX2,873
ATP6V1B1,1542
,594
ANKRD53,1032
TEX261,591
NAGK,1035
MCEE,531
MPHOSPH10,2046
PAIP2B,372
ZNF638,5937
DYSF,6360
CYP26B1,1539
EXOC6B,2436
SPR,786
EMX1,873
SFXN5,1023
RAB11FIP5,1962
NOTO,756
SMYD5,1257
PRADC1,567
CCT7,1632
FBXO41,2628
EGR4,1770
ALMS1,12507
NAT8,684
TPRKB,528
DUSP11,1134
C2orf78,2769
STAMBP,1275
ACTG2,1131
DGUOK,834
TET3,5388
BOLA3,324
MOB1A,651
MTHFD2,1053
SLC4A5,3414
DCTN1,3837
,1596
C2orf81,1767
WDR54,1005
RTKN,1653
INO80B,1071
INO80B-WBP1,1092
WBP1,810
MOGS,2514
MRPL53,339
CCDC142,2232
TTC31,1560
LBX2,597
PCGF1,780
TLX2,855
DQX1,2154
AUP1,1233
HTRA2,1377
LOXL3,2262
DOK1,1446
M1AP,1593
SEMA4F,2313
HK2,2754
POLE4,354
TACR1,1224
EVA1A,459
MRPL19,879
GCFC2,2346
LRRTM4,1773
REG3G,528
REG1B,501
REG1A,501
REG3A,528
CTNNA2,2718
LRRTM1,1569
SUCLG1,1041
DNAH6,12477
TRABD2A,1371
TMSB10,135
TCF7L1,1767
TGOLN2,1314
RETSAT,1833
ELMOD3,1146
CAPG,1047
MAT2A,1188
GGCX,2277
VAMP8,303
VAMP5,351
RNF181,462
TMEM150A,816
C2orf68,501
USP39,1698
SFTPB,1146
GNLY,438
ATOH8,966
ST3GAL5,1257
POLR1A,5163
PTCD3,2070
IMMT,2277
MRPL35,567
REEP1,606
KDM3A,3966
CHMP3,669
RNF103-CHMP3,756
RNF103,2058
RMND5A,1176
CD8A,708
CD8B,732
RGPD1,5271
PLGLB1,291
PLGLB2,291
RGPD2,5271
KRCC1,780
SMYD1,1473
FABP1,384
THNSL2,1455
FOXI3,1263
TEX37,543
EIF2AK3,3351
RPIA,936
IGKV1-33,324
IGKV2D-40,312
IGKV1D-33,324
IGKV2D-29,306
IGKV2D-28,306
AQP7B,1044
TEKT4,1308
MAL,462
MRPS5,1293
ZNF514,1203
ZNF2,1278
,1569
PROM2,2505
KCNIP3,771
FAHD2A,945
TRIM43B,1341
TRIM43,1341
ANKRD36C,5337
GPAT2,2388
ADRA2B,1353
ASTL,1296
DUSP2,945
STARD7,1113
TMEM127,717
CIAO1,1020
SNRNP200,6411
ITPRIPL1,1644
NCAPH,2226
NEURL3,789
ARID5A,1785
KANSL3,2715
LMAN2L,1047
CNNM4,2328
CNNM3,2124
ANKRD23,918
ANKRD39,552
SEMA4C,2502
FAM178B,2040
FAHD2B,945
ANKRD36,5748
ANKRD36B,4062
COX5B,390
ACTR1B,1131
C2orf92,798
ZAP70,1860
TMEM131,5652
VWA3B,3885
CNGA3,2085
INPP4A,2865
COA5,225
UNC50,780
MGAT4A,1608
CRACDL,2889
TSGA10,2097
,576
C2orf15,378
LIPT1,1122
,396
MITD1,750
MRPL30,486
LYG2,639
LYG1,585
TXNDC9,681
EIF5B,3663
REV1,3756
AFF3,3756
LONRF2,2265
CHST10,1071
NMS,462
PDCL3,720
NPAS2,2475
RPL31,378
TBC1D8,3423
CNOT11,1533
RNF149,1203
CREG2,873
RFX8,1635
MAP4K4,3720
IL1R2,1197
IL1R1,1710
IL1RL2,1728
IL1RL1,1671
IL18R1,1626
IL18RAP,1800
SLC9A4,2397
SLC9A2,2439
MFSD9,1425
TMEM182,690
POU3F3,1503
MRPS9,1191
GPR45,1119
TGFBRAP1,2583
C2orf49,699
FHL2,840
NCK2,1143
ECRG4,447
UXS1,1263
RGPD3,5277
CD8B2,633
ST6GAL2,1590
RGPD4,5277
SLC5A7,1743
SULT1C3,915
SULT1C2,891
SULT1C4,909
GCC2,5055
RANBP2,9675
CCDC138,1998
EDAR,1347
SH3RF3,2649
SEPTIN10,1296
SOWAHC,1578
RGPD5,5298
,747
LIMS3,1197
MALL,462
NPHP1,2202
MTLN,417
,747
LIMS4,1197
RGPD6,5298
BUB1,3258
ACOXL,1644
BCL2L11,417
ANAPC1,5835
MERTK,3000
TMEM87B,1668
FBLN7,1320
ZC3H8,876
ZC3H6,3570
RGPD8,5298
TTL,1134
POLR1B,3408
CHCHD5,333
SLC20A1,2040
NT5DC4,1287
CKAP2L,2238
IL1A,816
IL1B,810
IL37,657
IL36G,510
IL36A,477
IL36B,474
IL36RN,468
IL1F10,459
IL1RN,480
PSD4,3171
PAX8,1353
ZNG1B,1188
FOXD4L1,1227
RABL2A,687
SLC35F5,1572
ACTR3,1257
DPP10,2391
DDX18,2013
CCDC93,1896
INSIG2,678
MARCO,1563
C1QL2,864
STEAP3,1467
C2orf76,381
DBI,264
TMEM37,573
SCTR,1323
TMEM177,936
PTPN4,2781
TMEM185B,1053
RALB,621
INHBB,1224
GLI2,4761
TFCP2L1,1440
CLASP1,4617
NIFK,882
TSN,687
CNTNAP5,3921
GYPC,387
TEX51,501
BIN1,1230
CYP27C1,1614
ERCC3,2349
MAP3K2,1860
PROC,1386
IWS1,2460
MYO7B,6351
LIMS2,1026
GPR17,1104
WDR33,4011
SFT2D3,648
POLR2D,429
AMMECR1L,933
UGGT1,4668
HS6ST1,1236
RAB6C,765
POTEF,3228
CCDC74B,1143
SMPD4,2601
MZT2B,477
TUBA3E,1353
CCDC115,543
IMP4,876
PTPN18,1383
POTEI,3228
CFC1B,672
CFC1,672
POTEJ,3117
GPR148,1044
AMER3,2586
ARHGEF4,2073
SMIM39,171
FAM168B,588
PLEKHB2,666
POTEE,3228
RAB6D,765
TUBA3D,1353
MZT2A,477
CCDC74A,1137
ANKRD30BL,777
GPR39,1362
LYPD1,426
NCKAP5,5730
MGAT5,2226
TMEM163,870
ACMSD,1011
CCNT2,2193
MAP3K19,3987
RAB3GAP1,2946
ZRANB3,3240
R3HDM1,3300
UBXN4,1527
LCT,5784
MCM6,2466
DARS1,1506
CXCR4,1071
HNMT,879
SPOPL,1179
NXPH2,795
LRP1B,13800
KYNU,1398
ARHGAP15,1428
GTDC1,1377
ZEB2,3645
ACVR2A,1542
ORC4,1311
MBD5,4524
EPC2,2424
KIF5C,2874
LYPD6B,624
LYPD6,516
MMADHC,891
RND3,735
RBM43,1074
NMI,924
TNFAIP6,834
RIF1,7419
NEB,25578
ARL5A,540
,699
CACNB4,1509
STAM2,1578
FMNL2,3279
PRPF40A,2793
ARL6IP6,681
RPRM,330
GALNT13,1671
KCNJ3,1506
NR4A2,1797
GPD2,2184
GALNT5,2823
ERMN,855
CYTIP,1080
ACVR1C,1482
ACVR1,1530
UPP2,954
CCDC148,1776
PKP4,3579
DAPL1,324
TANC1,5586
WDSUB1,1431
BAZ2B,6507
MARCHF7,2115
CD302,699
LY75-CD302,5622
LY75,5169
PLA2R1,4392
ITGB6,2367
RBMS1,1221
TANK,1278
PSMD14,933
TBR1,2049
SLC4A10,3267
DPP4,2301
GCG,543
FAP,2283
IFIH1,3078
GCA,654
KCNH7,3591
FIGN,2280
GRB14,1623
COBLL1,3501
SLC38A11,1221
SCN3A,6003
CSRNP3,1758
GALNT3,1902
TTC21B,3951
SCN7A,5049
B3GALT1,981
STK39,1638
CERS6,1155
NOSTRIN,1521
SPC25,675
G6PC2,1068
ABCB11,3966
DHRS9,960
LRP2,13968
,1635
BBS5,1026
KLHL41,1821
FASTKD1,2544
PPIG,2265
CFAP210,1659
PHOSPHO2,726
KLHL23,1677
SSB,1227
METTL5,630
UBR3,5667
MYO3B,4026
SP5,1197
ERICH2,471
GAD1,1785
GORASP2,1359
TLK1,2301
METTL8,1224
DCAF17,1563
CYBRD1,861
DYNC1I2,1917
SLC25A12,2037
HAT1,1260
METAP1D,1008
DLX1,768
DLX2,987
ITGA6,3222
PDK1,1311
RAPGEF4,3036
MAP3K20,2403
CDCA7,1353
SP3,2346
OLA1,1191
CIR1,1353
SCRN3,1275
GPR155,2613
WIPF1,1512
CHRNA1,1374
CHN1,1380
ATF2,1518
ATP5MC3,429
LNPK,1287
HOXD11,1017
HOXD10,1023
HOXD9,1059
HOXD8,873
HOXD4,768
HOXD3,1299
HOXD1,987
MTX2,792
HNRNPA3,1137
NFE2L2,1818
AGPS,1977
TTC30B,1998
TTC30A,1998
PDE11A,2802
RBM45,1425
OSBPL6,2805
PRKRA,942
PJVK,1059
FKBP7,669
PLEKHA3,903
TTN,100272
SESTD1,2091
ZNF385B,1461
CWC22,2727
UBE2E3,624
ITGA4,3099
CERKL,1599
NEUROD1,1071
ITPRID2,3771
PPP1R1C,330
PDE1A,1638
DNAJC10,2382
FRZB,978
NCKAP1,3405
DUSP19,654
NUP35,981
ZNF804A,3630
FSIP2,20724
ZC3H15,1281
ITGAV,3147
FAM171B,2481
ZSWIM2,1902
CALCRL,1386
TFPI,915
GULP1,915
DIRC1,315
COL3A1,4401
COL5A2,4500
WDR75,2493
SLC40A1,1716
ASNSD1,1932
ASDURF,291
ANKAR,4305
OSGEPL1,1245
ORMDL1,462
PMS1,2799
MSTN,1128
C2orf88,288
HIBCH,1161
INPP1,1200
MFSD6,2376
NEMP2,1254
NAB1,1464
GLS,2010
STAT1,2253
STAT4,2247
MYO1B,3237
NABP1,615
CAVIN2,1278
TMEFF2,1125
SLC39A10,2496
DNAH7,12075
STK17B,1119
HECW2,4719
GTF3C3,2661
C2orf66,354
PGAP1,2769
ANKRD44,2982
SF3B1,3915
COQ10B,717
HSPD1,1722
HSPE1,309
HSPE1-MOB4,786
MOB4,678
RFTN2,1506
MARS2,1782
BOLL,888
PLCL1,3288
FTCDNL1,345
C2orf69,1158
TYW5,948
MAIP1,876
SPATS2L,1677
KCTD18,1281
SGO2,3798
AOX1,4017
BZW1,1356
CLK1,1455
PPIL3,486
NIF3L1,1134
ORC2,1734
HYCC2,1593
NDUFB3,297
CFLAR,1443
CASP10,1569
CASP8,1440
FLACC1,1338
TRAK2,2745
STRADB,1257
C2CD6,1872
TMEM237,1227
MPP4,1914
ALS2,4974
CDK15,1308
FZD7,1725
SUMO1,306
NOP58,1590
BMPR2,3117
FAM117B,1770
ICA1L,1449
WDR12,1272
CARF,2178
NBEAL1,8085
CYP20A1,1389
ABI2,1542
RAPH1,3753
CD28,663
CTLA4,672
ICOS,600
PARD3B,3618
NRP2,2796
INO80D,3084
NDUFS1,2184
EEF1B2,678
CMKLR2,1068
ZDBF2,7065
ADAM23,2499
FAM237A,546
DYTN,1737
MDH1B,1557
FASTKD2,2133
CPO,1125
KLF7,909
CREB1,1026
METTL21A,657
CCNYL1,870
FZD5,1758
PLEKHM3,2286
CRYGD,525
CRYGC,525
CRYGB,528
CRYGA,525
C2orf80,582
IDH1,1245
PIKFYVE,6297
PTH2R,1653
MAP2,5484
UNC80,9705
RPE,687
KANSL1L,2964
ACADL,1293
MYL1,453
LANCL1,1200
CPS1,4503
ERBB4,3927
IKZF2,1581
SPAG16,1896
VWC2L,669
BARD1,2334
ABCA12,7788
ATIC,1779
FN1,6531
MREG,645
PECR,912
TMEM169,894
XRCC5,2199
MARCHF4,1233
SMARCAL1,2865
RPL37A,279
IGFBP2,978
IGFBP5,819
TNP1,168
TNS1,5583
RUFY4,1716
CXCR2,1083
CXCR1,1053
ARPC2,903
GPBAR1,993
AAMP,1305
PNKD,1158
TMBIM1,936
CATIP,1164
SLC11A1,1653
CTDSP1,786
VIL1,2484
USP37,2940
CNOT9,900
PLCD4,2289
ZNF142,5064
BCS1L,1260
RNF25,1380
STK36,3948
TTLL4,3600
CYP27A1,1596
PRKAG3,1470
WNT6,1098
WNT10A,1254
CDK5R2,1104
FEV,717
CRYBA2,594
CFAP65,5778
IHH,1236
NHEJ1,900
,312
SLC23A3,1857
CNPPD1,1233
RETREG2,1632
ZFAND2B,774
ABCB6,2529
ATG9A,2520
ANKZF1,2181
GLB1L,1965
STK16,918
TUBA4A,1347
TUBA4B,726
DNAJB2,975
PTPRN,2940
RESP18,687
DNPEP,1416
DES,1413
SPEGNB,717
GMPPA,1263
ASIC4,1944
CHPF,2328
TMEM198,1083
OBSL1,5691
INHA,1101
STK11IP,3267
SLC4A3,3780
EPHA4,2961
PAX3,1455
CCDC140,492
SGPP2,1200
FARSB,1770
MOGAT1,1008
ACSL3,2163
KCNE4,666
SCG2,1854
AP1S3,465
,528
WDFY1,1233
MRPL44,999
SERPINE2,1197
FAM124B,819
CUL3,2307
CCDC195,606
DOCK10,6543
NYAP2,1962
IRS1,3729
RHBDD1,948
COL4A4,5073
COL4A3,5013
MFF,1029
TM4SF20,690
SCYGR1,267
AGFG1,1689
SCYGR2,363
C2orf83,453
SCYGR3,303
SCYGR4,318
SCYGR5,258
SLC19A3,1491
SCYGR6,318
SCYGR7,291
SCYGR8,327
CCL20,291
DAW1,1248
SPHKAP,5016
PID1,654
DNER,2214
TRIP12,6123
FBXO36,567
SLC16A14,1533
SP110,2070
SP140,2604
SP140L,1743
SP100,2658
CAB39,1026
ITM2C,804
GPR55,960
SPATA3,579
C2orf72,888
PSMD1,2862
HTR2B,1446
ARMC9,1998
B3GNT7,1206
NCL,2133
NMUR1,1281
TEX44,1188
PTMA,336
PDE6D,453
COPS7B,795
NPPC,381
DIS3L2,2658
ALPP,1608
ALPG,1599
ALPI,1587
ECEL1,2328
PRSS56,1812
CHRND,1554
CHRNG,1554
TIGD1,1776
EIF4E2,738
EFHD1,720
GIGYF2,3900
KCNJ13,1083
SNORC,366
NGEF,1857
NEU2,1143
INPP5D,3570
ATG16L1,1824
SAG,1218
DGKD,3645
USP40,3744
UGT1A8,1593
UGT1A10,1593
UGT1A9,1593
UGT1A7,1593
UGT1A6,1599
UGT1A4,1605
UGT1A1,1602
MROH2A,5067
HJURP,2247
TRPM8,3315
SPP2,636
ARL4C,579
SH3BP4,2892
AGAP1,2415
GBX2,1047
ASB18,1401
IQCA1,2469
ACKR3,1089
COPS8,630
COL6A3,9534
MLPH,1803
PRLH,264
RAB17,639
LRRFIP1,2355
RBM44,3159
RAMP1,447
UBE2F,558
UBE2F-SCLY,396
SCLY,1362
ESPNL,3018
KLHL30,1737
ERFE,1065
ILKAP,1179
HES6,675
PER2,3768
TRAF3IP1,2076
ASB1,1008
TWIST2,483
HDAC4,3255
NDUFA10,1068
OR6B2,939
OR6B3,996
COPS9,174
OTOS,270
GPC1,1677
ANKMY1,2826
DUSP28,531
RNPEPL1,2178
CAPN10,2019
GPR35,930
AQP12B,924
AQP12A,924
KIF1A,5073
AGXT,1179
MAB21L4,1344
CROCC2,4968
MTERF4,1146
PASK,3972
PPP1R7,1083
HDLBP,3807
SEPTIN2,1086
FARP2,3165
STK25,1281
BOK,639
THAP4,1734
ATG4B,1182
DTYMK,639
ING5,723
D2HGDH,1566
GAL3ST2,1197
NEU4,1491
PDCD1,867
RTP5,1719
FAM240C,288
PLCXD1,972
GTPBP6,1551
PPP2R3B,1728
SHOX,879
CRLF2,1116
CSF2RA,1203
IL3RA,1137
SLC25A6,897
ASMTL,1866
P2RY8,1080
AKAP17A,2088
ASMT,1122
DHRSX,993
ZBED1,2085
CD99,558
XG,543
GYG2,1506
ARSD,1782
ARSL,1770
ARSH,1689
ARSF,1773
MXRA5,8487
PRKX,1077
NLGN4X,2451
VCX3A,561
PUDP,756
STS,1752
VCX,621
PNPLA4,762
VCX2,420
VCX3B,741
ANOS1,2043
FAM9A,999
FAM9B,561
TBL1X,1581
GPR143,1215
SHROOM2,4851
CLDN34,645
WWC3,3279
CLCN4,2283
MID1,2004
HCCS,807
ARHGAP6,2925
AMELX,576
MSL3,1566
FRMPD4,3969
PRPS2,957
TLR7,3150
TLR8,3180
TMSB4X,135
FAM9C,501
ATXN3L,1068
EGFL6,1662
TCEANC,1146
RAB9A,606
TRAPPC2,423
OFD1,3039
GPM6B,798
GEMIN8,729
GLRA2,1359
FANCB,2580
MOSPD2,1557
ASB9,885
ASB11,972
PIGA,1455
VEGFD,1065
PIR,873
BMX,2028
ACE2,2418
,381
CLTRN,669
CA5B,954
ZRSR2,1449
AP1S2,474
GRPR,1155
MAGEB17,1011
CTPS2,1761
S100G,240
SYAP1,1059
TXLNG,1587
RBBP7,1278
REPS2,1983
NHS,4893
SCML1,909
RAI2,1593
BEND2,2400
SCML2,2103
CDKL5,2883
RS1,675
PPEF1,1962
PHKA2,3708
ADGRG2,3045
PDHA1,1173
MAP3K15,3942
SH3KBP1,1998
BCLAF3,2049
MAP7D2,2199
EIF1AX,435
RPS6KA3,2223
CNKSR2,3105
KLHL34,1935
SMPX,267
MBTPS2,1560
YY2,1119
SMS,1101
PHEX,2250
CBLL2,1278
DDX53,1896
PTCHD1,2667
PRDX4,816
ACOT9,1320
SAT1,516
APOO,597
CXorf58,999
KLHL15,1815
EIF2S3,1419
ZFX,2418
PDK3,1248
PCYT1B,1110
POLA1,4407
ARX,1689
MAGEB18,1032
MAGEB6B,1224
MAGEB6,1224
MAGEB5,828
PPP4R3C,2499
DCAF8L2,1896
MAGEB10,1044
DCAF8L1,1803
IL1RAPL1,2091
MAGEB2,960
MAGEB3,1041
MAGEB4,1041
MAGEB1,1044
NR0B1,1413
TASL,906
GK,1662
TAB3,2139
FTHL17,552
DMD,11058
FAM47A,2376
TMEM47,546
FAM47B,1938
MAGEB16,975
CFAP47,2931
FAM47C,3108
PRRG1,657
,840
LANCL3,1263
XK,1335
CYBB,1713
DYNLT3,351
H2AP,354
H2AL3,447
SYTL5,2193
SRPX,1395
RPGR,2448
OTC,1065
TSPAN7,750
MID1IP1,552
BCOR,5166
ATP6AP2,1053
MPC1L,411
CXorf38,960
MED14,4365
USP9X,7713
DDX3X,1989
NYX,1446
CASK,2766
GPR34,1146
GPR82,1011
PPP1R2C,609
MAOA,1584
MAOB,1563
NDP,402
EFHC2,2250
FUNDC1,468
DUSP21,573
KDM6A,4206
DIPK2B,1302
KRBOX4,501
ZNF674,1746
CHST7,1461
SLC9A7,2178
RP2,1053
JADE3,2472
RGN,900
NDUFB11,462
RBM10,2793
UBA1,3177
CDK16,1491
USP11,2892
ZNF157,1521
ZNF41,2340
ARAF,1821
TIMP1,624
CFP,1410
ELK1,1287
UXT,474
ZNF81,1986
ZNF182,1920
SPACA5,480
ZNF630,1974
SPACA5B,480
SSX5,690
SSX1,567
SSX3,567
SSX4,567
SSX4B,567
SLC38A5,1419
FTSJ1,990
PORCN,1386
,858
EBP,693
TBC1D25,2067
RBM3,474
WAS,1509
SUV39H1,1239
GLOD5,483
GATA1,1242
HDAC6,3648
ERAS,702
PCSK1N,783
TIMM17B,519
PQBP1,798
SLC35A2,1191
PIM2,936
OTUD5,1701
KCND1,1944
GRIPAP1,2526
TFE3,1728
CCDC120,1893
PRAF2,537
,879
WDR45,1086
GPKOW,1431
MAGIX,1005
PLP2,459
PRICKLE3,1848
SYP,942
CACNA1F,5934
CCDC22,1884
FOXP3,1296
PPP1R3F,2400
GAGE10,351
GAGE12J,354
GAGE13,354
GAGE12C,354
GAGE12D,354
GAGE12F,354
GAGE12E,354
GAGE12G,354
GAGE12H,354
GAGE1,354
GAGE2A,351
PAGE1,441
PAGE4,309
USP27X,1317
CLCN5,2241
AKAP4,2565
CCNB3,4188
DGKK,3816
SHROOM4,4482
BMP15,1179
NUDT10,495
EZHIP,1512
NUDT11,495
CENPVL3,864
CENPVL2,819
CENPVL1,819
GSPT2,1887
MAGED1,2337
MAGED4B,2226
MAGED4,2220
XAGE2,336
XAGE1A,246
XAGE1B,246
SSX7,567
SSX2,567
SSX2B,567
SPANXN5,219
XAGE5,327
XAGE3,336
FAM156B,642
FAM156A,642
GPR173,1122
TSPYL2,2082
KANTR,231
KDM5C,4683
IQSEC2,2850
SMC1A,3702
RIBC1,1140
HSD17B10,786
HUWE1,13125
PHF8,3075
FAM120C,3291
WNK3,5403
TSR2,576
FGD1,2886
GNL3L,1749
ITIH6,3942
MAGED2,1821
TRO,4296
PFKFB1,1416
APEX2,1557
ALAS2,1764
PAGE2B,336
PAGE2,336
FAM104B,351
PAGE5,393
PAGE3,342
MAGEH1,660
USP51,2136
FOXR2,936
RRAGB,1125
KLF8,1080
UBQLN2,1875
NBDY,207
SPIN3,777
SPIN2B,777
SPIN2A,777
FAAH2,1599
ZXDB,2412
NLRP2B,138
ZXDA,2400
SPIN4,750
ARHGEF9,1551
AMER1,3408
ASB12,957
MTMR8,2115
ZC4H2,675
ZC3H12B,2511
LAS1L,2205
MSN,1734
VSIG4,1200
HEPH,3483
EDA2R,894
AR,2763
OPHN1,2409
YIPF6,711
STARD8,3312
EFNB1,1041
PJA1,1932
NALF2,1419
EDA,1176
AWAT2,1002
OTUD6A,867
IGBP1,1020
DGAT2L6,1014
AWAT1,987
P2RY4,1098
ARR3,1167
RAB41,666
PDZD11,423
KIF4A,3699
GDPD2,1620
DLG3,2454
TEX11,2823
SLC7A3,1860
SNX12,489
FOXO4,1518
CXorf65,552
,1032
IL2RG,1110
MED12,6534
NLGN3,2487
GJB1,852
ZMYM3,4113
NONO,1416
ITGB1BP2,1044
TAF1,5682
OGT,3141
GCNA,2076
CXCR3,1107
,1557
CXorf49,1545
CXorf49B,1545
NHSL2,3678
RTL5,1710
PIN4,396
ERCC6L,3753
RPS4X,792
CITED1,582
HDAC8,1134
PHKA1,3672
FAM236B,240
FAM236D,240
DMRTC1B,579
DMRTC1,579
FAM236C,240
FAM236A,240
PABPC1L2B,603
PABPC1L2A,603
NAP1L2,1383
CDX4,855
CHIC1,675
ZCCHC13,501
SLC16A2,1620
RLIM,1875
NEXMIF,4551
ABCB7,2262
UPRT,930
ZDHHC15,1014
MAGEE2,1572
PBDC1,702
MAGEE1,2874
FGF16,624
ATRX,7479
MAGT1,1104
COX7B,243
ATP7A,4503
PGAM4,765
PGK1,1254
TAF9B,756
CYSLTR1,1014
RTL3,1428
LPAR4,1113
P2RY10,1020
GPR174,1002
ITM2A,792
TBX22,1563
TENT5D,1170
BRWD3,5409
HMGN5,849
SH3BGRL,345
POU3F4,1086
CYLC1,1956
RPS6KA6,2238
HDX,2073
APOOL,807
SATL1,2088
ZNF711,2286
POF1B,1770
CHM,1962
DACH2,1800
KLHL4,2163
CPXCR1,906
TGIF2LX,726
PABPC5,1149
PCDH11X,4044
NAP1L3,1521
FAM133A,747
DIAPH2,3306
RPA4,786
PCDH19,3306
TNMD,954
TSPAN6,738
SRPX2,1398
SYTL4,2016
CSTF2,1734
NOX1,1695
XKRX,1350
ARL13A,771
TRMT2B,1515
TMEM35A,504
CENPI,2271
DRP2,2874
TAF7L,1389
TIMM8A,294
BTK,1980
RPL36A,321
RPL36A-HNRNPH2,357
GLA,1290
HNRNPH2,1350
ARMCX4,6873
ARMCX1,1362
ARMCX6,903
ARMCX3,1140
NXF5,1098
ZMAT1,1917
TCEAL2,684
TCEAL6,552
BEX5,336
TCP11X1,1509
NXF2,1881
NXF2B,1881
TCP11X2,1224
TMSB15A,138
ARMCX5,1677
GPRASP1,4188
GPRASP2,2517
,1644
GPRASP3,1644
RAB40AL,837
BEX1,378
NXF3,1596
BEX4,363
TCEAL5,621
TCEAL7,303
TCEAL9,315
RAB40A,834
TCEAL4,648
TCEAL3,603
TCEAL1,480
MORF4L2,867
GLRA4,1254
TMEM31,507
PLP1,834
RAB9B,606
TMSB15B,138
H2BW1,528
H2BW2,465
SLC25A53,924
ZCCHC18,1212
FAM199X,1167
ESX1,1221
IL1RAPL2,2061
TEX13A,1230
NRK,4749
SERPINA7,1248
PWWP3B,2091
RADX,2568
RNF128,1287
TBC1D8B,3363
RIPPLY1,456
CLDN2,693
MORC4,2814
RBM41,1242
NUP62CL,555
DNAAF6,645
FRMPD3,5433
PRPS1,957
TSC22D3,603
NCBP2L,462
MID2,2118
TEX13B,939
VSIG1,1164
PSMD10,681
ATG4A,1197
COL4A6,5076
COL4A5,5058
IRS4,3774
GUCY2F,3327
NXT2,429
KCNE5,429
ACSL4,2136
TMEM164,894
AMMECR1,1002
RTL9,4167
CHRDL1,1371
PAK3,1635
CAPN6,1926
DCX,1098
SERTM2,270
ALG13,3414
TRPC5,2922
TRPC5OS,336
RTL4,933
LHFPL1,663
AMOT,2028
HTR2C,1377
IL13RA2,1143
LRCH2,2298
RBMXL3,3204
LUZP4,942
PLS3,1893
AGTR2,1092
SLC6A14,1929
CT83,342
KLHL13,1968
WDR44,2742
DOCK11,6222
IL13RA1,1284
ZCCHC12,1209
LONRF3,2280
,975
KIAA1210,5130
PGRMC1,588
SLC25A43,1026
SLC25A5,897
STEEP1,669
UBE2A,459
NKRF,2073
SEPTIN6,1305
SOWAHD,948
RPL39,156
UPF3B,1452
RNF113A,1032
NDUFA1,213
AKAP14,594
NKAP,1248
RHOXF2B,867
RHOXF1,555
RHOXF2,867
ZBTB33,2019
TMEM255A,1050
ATP1B4,1062
LAMP2,1233
CUL4B,2742
MCTS1,546
C1GALT1C1,957
CT47B1,900
CT47A12,867
CT47A11,867
CT47A10,867
CT47A9,867
CT47A8,867
CT47A7,867
CT47A6,867
CT47A5,867
CT47A4,867
CT47A3,867
CT47A2,867
CT47A1,867
GLUD2,1677
GRIA3,2685
THOC2,4782
XIAP,1494
STAG2,3696
TEX13D,2145
SH2D1A,387
TENM1,8199
TEX13C,2982
DCAF12L2,1392
DCAF12L1,1392
PRR32,897
ACTRT1,1131
SMARCA1,3165
OCRL,2706
APLN,234
XPNPEP2,2025
SASH3,1143
ZDHHC9,1095
UTP14A,2316
BCORL1,5136
ELF4,1992
AIFM1,1842
RAB33A,714
ZNF280C,2214
SLC25A14,978
GPR119,1008
RBMX2,969
ENOX2,1833
ARHGAP36,1644
IGSF1,4011
OR13H1,927
STK26,1251
FRMD7,2145
RAP2C,552
MBNL3,1065
HS6ST2,1818
USP26,2742
TFDP3,1218
GPC4,1671
GPC3,1743
CCDC160,978
PHF6,1098
HPRT1,657
PLAC1,639
PABIR2,747
PABIR3,459
MOSPD1,480
SMIM10,252
RTL8B,342
RTL8C,342
RTL8A,342
SMIM10L2B,237
ETDB,180
CT55,729
ETDA,180
ZNF75D,1533
ETDC,180
ZNF449,1557
SMIM10L2A,237
INTS6L,2586
CT45A1,570
CT45A3,570
CT45A5,570
CT45A6,570
CT45A2,570
CT45A7,570
CT45A8,570
CT45A9,570
